Client_ID,Total_Tradelines_6m_In,Total_Tradelines_1y_In,Total_Tradelines_2y_In,Max_Trade_3m_Out
106685,8.0,22,35,9416
117524,11.0,13,33,12438
113254,1.0,27,27,9404
107482,,18,32,3544
121700,17.0,22,23,1071
100357,5.0,11,29,15543
119514,16.0,16,18,15538
114677,11.0,20,20,12070
120762,9.0,16,30,7502
117008,4.0,14,24,3698
107094,1.0,6,11,2943
106715,18.0,18,38,1887
116935,4.0,16,35,4351
116138,3.0,13,26,10429
102900,17.0,17,27,3306
111127,17.0,17,23,16192
108414,6.0,15,31,6856
104093,1.0,14,14,2518
106195,11.0,12,14,6232
114855,0.0,5,34,11157
104179,11.0,24,24,2350
116282,3.0,22,22,11559
119586,1.0,13,31,10856
113350,13.0,24,24,16626
122735,11.0,11,24,7992
100159,4.0,13,24,7715
105285,12.0,15,28,15115
106237,16.0,16,39,17274
103636,11.0,12,36,1694
103431,13.0,25,25,6070
104871,5.0,15,31,15926
104295,3.0,10,31,14623
124925,6.0,19,19,5157
113618,9.0,19,20,1820
115697,7.0,14,38,3109
102963,17.0,21,21,3919
114189,12.0,12,31,5840
119966,10.0,20,35,12317
114141,7.0,26,26,3820
122686,15.0,15,23,15523
107346,16.0,16,39,13179
122707,18.0,29,29,14114
101420,10.0,26,26,10469
117674,11.0,20,32,2620
121454,13.0,13,13,19482
106769,16.0,16,37,18829
106526,,12,21,11320
122712,17.0,17,30,19155
101789,0.0,24,24,19108
108581,15.0,29,29,11393
119710,17.0,29,29,7615
116265,17.0,17,29,11569
117278,16.0,16,34,4578
119759,1.0,18,18,7070
105777,10.0,25,35,16945
121210,19.0,19,19,11348
122471,1.0,14,14,6491
104436,7.0,14,26,16337
102439,15.0,15,17,3261
110307,16.0,16,35,6844
120543,19.0,27,29,15902
109362,17.0,23,23,10090
119147,0.0,11,20,5591
114381,9.0,15,25,8500
104833,15.0,15,39,1363
106946,2.0,12,27,16968
113371,15.0,15,37,17511
106238,4.0,24,24,9254
104123,19.0,21,21,7484
112353,13.0,18,19,3690
102483,14.0,14,20,3948
108084,1.0,29,29,1171
120506,5.0,18,33,15456
113339,8.0,25,38,2579
100787,13.0,13,37,17826
102625,5.0,11,36,3950
114790,9.0,9,19,14168
105255,1.0,18,21,3214
122143,12.0,23,38,18430
106111,11.0,13,13,11191
116384,6.0,24,38,9537
113584,19.0,19,21,3405
117916,16.0,16,21,16517
119927,19.0,26,30,10319
100153,1.0,15,36,10407
110894,14.0,24,24,1314
109827,6.0,22,28,9858
115152,4.0,24,24,16498
110642,19.0,25,25,6754
117422,19.0,19,36,3671
116074,18.0,18,18,16022
124116,16.0,19,37,18183
105950,15.0,15,15,19969
123094,10.0,10,21,14526
111019,7.0,13,25,6217
100482,10.0,14,23,18200
116190,14.0,15,15,14781
120912,11.0,11,17,9808
110450,19.0,29,36,2345
108591,15.0,15,39,9797
120116,15.0,15,18,19415
102351,,11,25,3350
108145,3.0,13,23,18475
117730,2.0,9,16,15693
103158,11.0,28,29,3521
115058,1.0,22,22,19407
105931,9.0,27,27,9671
116606,14.0,14,23,3961
106470,12.0,22,29,17952
118199,11.0,11,29,18679
121889,9.0,17,30,19819
123634,,9,22,17970
122516,3.0,19,20,7680
113995,4.0,21,21,12883
107444,16.0,16,18,15527
111054,1.0,5,33,17387
122567,5.0,18,35,9487
113269,8.0,10,11,4998
121150,1.0,18,18,5664
103479,4.0,16,30,16649
114893,5.0,28,39,17554
113020,12.0,19,19,15973
114504,10.0,16,21,5595
105459,9.0,11,29,19420
124603,19.0,21,21,2169
106906,11.0,24,24,3519
112444,8.0,11,17,4874
121413,3.0,22,24,1221
111628,15.0,27,32,9021
118153,9.0,17,17,17710
106568,14.0,14,20,12649
124973,13.0,22,22,6537
122320,1.0,18,19,14588
117013,13.0,25,35,7185
117710,14.0,21,24,6756
100840,11.0,18,18,5307
111266,4.0,8,33,6335
117582,5.0,21,30,11831
110905,,15,34,2416
107882,5.0,11,38,3805
124514,3.0,24,24,7612
105009,9.0,14,16,12854
117232,16.0,18,36,19258
102478,8.0,20,20,15876
100042,5.0,14,14,11630
103503,10.0,23,35,7480
106559,17.0,18,29,10942
102502,10.0,21,30,1301
104534,13.0,18,18,13096
108682,15.0,20,22,4571
105539,17.0,25,28,5440
107688,10.0,10,10,8833
108444,7.0,24,24,7345
114347,6.0,16,31,1183
101452,2.0,23,24,12048
114446,6.0,25,25,6788
100280,15.0,15,15,15643
121485,3.0,24,25,12970
118842,14.0,22,26,14858
113638,8.0,19,31,9023
118299,1.0,12,12,16718
109664,11.0,25,32,15626
124178,8.0,16,23,10367
100119,16.0,16,34,12634
113250,2.0,24,24,16541
110203,13.0,13,36,11078
103460,11.0,11,32,14708
119423,14.0,20,29,4452
116367,5.0,20,20,18007
108350,1.0,7,29,10753
103075,9.0,9,19,6675
120752,7.0,25,26,17282
118755,17.0,24,37,8267
112925,16.0,23,23,11472
120650,3.0,19,19,17406
120929,3.0,25,25,9334
113307,16.0,16,16,18651
115601,14.0,26,39,8157
108672,3.0,18,18,13223
117891,4.0,7,25,4481
122209,17.0,27,37,15837
117118,15.0,15,32,10235
114599,17.0,17,17,13275
103474,11.0,20,30,4655
115902,1.0,22,27,9507
113744,16.0,16,29,2729
111417,14.0,22,27,8591
101312,0.0,25,38,5177
105259,12.0,12,32,2782
108305,17.0,17,26,6227
121547,3.0,6,24,17815
122941,18.0,20,32,12953
123789,12.0,16,29,18965
103905,9.0,23,29,6183
118027,5.0,12,12,11475
102632,3.0,11,17,18197
101080,3.0,26,26,3926
113550,3.0,7,25,6672
121422,17.0,17,20,13257
117125,7.0,26,31,15758
114241,3.0,5,32,5944
109777,10.0,19,34,5985
112482,8.0,9,20,1678
113776,12.0,12,38,10982
123476,12.0,12,29,17566
106553,1.0,15,39,9462
110288,19.0,19,19,17085
101029,12.0,29,29,2630
118011,8.0,8,36,3514
107755,8.0,14,22,5095
116567,1.0,26,38,16873
102401,7.0,8,10,12794
106774,13.0,14,28,14992
111053,11.0,16,26,17939
114058,7.0,12,20,15834
108523,6.0,8,29,11044
113160,10.0,17,34,15295
110542,16.0,26,36,12200
107454,7.0,7,14,8039
101184,19.0,20,34,19044
106456,15.0,28,34,6051
112665,4.0,25,36,8785
122188,6.0,25,31,18026
113226,13.0,28,28,8547
113852,5.0,7,27,14841
108445,0.0,20,20,18790
105934,17.0,17,39,19658
118803,3.0,28,35,1586
116968,0.0,11,14,17084
124040,12.0,12,20,8930
109756,1.0,24,26,16589
119925,5.0,19,19,15797
101963,8.0,16,36,3483
105431,12.0,12,14,14679
101108,4.0,28,28,11881
100814,4.0,13,35,16112
105235,19.0,19,29,1310
116629,6.0,18,35,8039
101565,19.0,19,19,5307
120489,14.0,29,31,18350
117214,2.0,28,28,11407
105747,8.0,26,34,17187
107222,4.0,26,26,13856
117859,12.0,18,37,18074
112349,5.0,26,26,15036
116648,0.0,13,32,5837
103041,13.0,17,33,3443
118060,10.0,27,30,13531
100697,18.0,18,33,14287
105641,15.0,25,25,1345
102716,5.0,13,38,4262
118891,4.0,7,39,18577
124801,3.0,18,38,17055
117966,19.0,21,21,1027
120445,15.0,15,39,9224
105778,13.0,20,20,14998
103249,11.0,20,27,13885
112171,5.0,20,20,8921
117181,4.0,11,11,6237
123102,,19,19,6904
105089,13.0,16,32,13273
114749,8.0,23,25,1403
110649,1.0,12,28,18685
115641,9.0,12,27,13895
102682,13.0,13,20,19823
116782,0.0,13,39,18947
113428,3.0,27,27,16687
119487,2.0,28,28,6942
124100,4.0,14,32,1269
110959,10.0,24,24,7445
120193,10.0,10,18,2318
104250,11.0,14,37,4218
119457,,23,23,16645
105493,18.0,24,24,9570
113905,11.0,29,29,8318
105494,2.0,25,25,15262
115399,12.0,12,16,6280
103531,19.0,19,20,5121
121598,16.0,16,39,4302
113318,7.0,14,27,7564
100492,6.0,27,27,19242
119783,11.0,26,26,5069
123848,9.0,24,28,19110
122656,2.0,15,31,9421
115166,18.0,26,26,7127
103508,1.0,14,22,3123
120594,0.0,25,27,7633
122223,10.0,20,26,18436
124206,9.0,29,29,9391
112810,7.0,29,29,10543
108904,3.0,21,33,12777
124146,16.0,25,28,6835
118042,8.0,20,30,19772
112899,16.0,19,19,12800
105822,16.0,16,16,17493
113851,5.0,24,24,13733
117918,17.0,17,17,19527
106802,16.0,16,23,18858
115772,11.0,27,36,10019
123983,11.0,26,29,18111
124593,18.0,24,33,17385
113666,3.0,10,19,19005
104493,9.0,25,25,1248
114397,4.0,14,32,3914
119762,19.0,19,39,17448
101703,5.0,10,17,19819
106171,17.0,17,17,13251
124972,9.0,17,22,9512
114107,13.0,13,33,16734
100211,4.0,12,16,18741
113225,14.0,14,14,11822
111398,16.0,16,34,2483
119597,4.0,20,20,10165
110476,19.0,19,27,7733
103265,4.0,19,24,5747
110972,3.0,21,21,14686
106464,5.0,11,22,2779
112790,13.0,20,21,14501
103847,3.0,26,26,2522
124600,11.0,21,25,11104
116252,14.0,27,27,8777
104945,14.0,20,24,2081
112593,1.0,26,38,13793
117603,14.0,17,17,1831
105018,10.0,15,36,10661
114780,2.0,18,18,19398
112056,13.0,29,29,13596
110883,2.0,20,20,4324
121996,15.0,24,24,17424
109242,6.0,19,37,11695
104167,10.0,16,18,19271
112691,12.0,23,23,3549
115370,1.0,6,20,4530
108905,14.0,26,33,16961
115098,2.0,27,27,10875
118133,15.0,21,21,18815
122538,10.0,24,24,5556
112493,13.0,29,29,13910
100244,19.0,19,35,11676
124413,0.0,5,39,19712
115743,2.0,20,23,17092
115935,6.0,21,32,7729
111095,8.0,26,32,17320
103486,10.0,17,17,6286
102102,14.0,28,29,9466
124209,6.0,19,23,8432
124320,5.0,13,35,10383
107524,3.0,24,32,4623
124064,2.0,12,38,3507
124343,7.0,24,24,2706
104141,13.0,13,35,13192
120932,8.0,27,27,14706
114139,15.0,18,18,1155
114767,6.0,25,25,3153
107627,6.0,7,38,17571
101871,0.0,26,26,18688
106693,5.0,22,22,2345
102458,13.0,29,29,19266
112417,4.0,24,24,19627
110933,8.0,8,13,14168
105952,16.0,16,32,14014
121517,19.0,19,19,11444
113839,0.0,20,30,8523
109692,6.0,24,24,4373
108555,2.0,27,33,1996
106466,16.0,27,37,14988
118625,6.0,7,38,13807
124605,17.0,17,17,9561
104241,14.0,14,16,9073
103073,12.0,16,16,2825
120605,8.0,18,18,4293
108733,7.0,7,25,17577
117007,7.0,17,27,2075
109533,8.0,13,26,1745
104643,10.0,10,16,12366
124765,10.0,10,31,14926
102262,17.0,19,38,1695
121468,12.0,12,18,14574
117855,19.0,22,37,7843
117983,10.0,10,22,14707
111664,13.0,16,33,9787
102073,5.0,12,24,14420
120072,14.0,28,28,11761
114825,9.0,23,23,1889
100909,1.0,19,31,13646
105751,9.0,21,32,15987
109960,2.0,26,26,10518
118631,11.0,12,24,12556
102674,1.0,17,17,2362
107435,7.0,7,29,11496
117663,12.0,22,25,1504
102547,11.0,26,30,19456
115751,0.0,8,31,1134
123280,12.0,16,35,18835
112283,5.0,23,23,16687
114703,19.0,19,38,15688
115642,2.0,6,19,9938
109372,2.0,14,33,12142
104006,13.0,13,32,2667
101155,3.0,8,14,6965
107548,1.0,29,34,18142
123526,10.0,29,29,6602
104344,13.0,27,27,3859
122149,14.0,21,26,16655
122631,18.0,18,34,11592
122442,3.0,29,29,5016
105290,12.0,12,20,10264
117040,11.0,28,37,3143
102225,2.0,9,25,12733
112450,9.0,26,26,10004
109794,4.0,21,33,9035
112531,18.0,18,28,9080
102348,17.0,17,19,18919
115395,14.0,27,27,10845
110960,1.0,14,36,10468
122018,8.0,8,30,7868
105198,12.0,22,22,13057
108249,2.0,16,31,14300
119152,12.0,15,33,14263
123906,15.0,15,15,13127
106288,1.0,15,15,8508
100088,3.0,22,22,15273
117630,5.0,17,17,17729
109138,13.0,13,33,9823
119349,14.0,14,28,19946
113449,18.0,18,34,18219
108926,6.0,12,23,4356
107171,8.0,20,21,6884
114910,3.0,20,20,18495
119262,9.0,15,15,1000
100585,9.0,24,24,19521
100560,12.0,24,24,13059
117954,5.0,29,29,9600
119139,14.0,29,29,18959
116767,16.0,16,18,18529
117768,18.0,25,29,4244
117814,14.0,14,30,9951
104842,6.0,19,19,12932
109755,11.0,15,31,15649
118033,3.0,28,28,9954
110749,5.0,9,18,2961
118577,17.0,17,25,14498
104304,19.0,19,39,8792
121695,17.0,18,30,7591
104850,13.0,13,13,18897
114302,10.0,23,23,12845
105882,2.0,22,22,18156
100085,7.0,16,34,4504
106490,0.0,22,39,4834
120296,1.0,16,18,10961
107791,19.0,19,30,3205
103970,4.0,8,25,1405
100686,6.0,6,30,13671
102252,1.0,8,29,16516
109862,6.0,9,18,11912
122360,7.0,19,36,1635
107892,,27,34,10194
106211,11.0,28,28,7969
110608,17.0,24,38,8238
112122,5.0,12,29,19397
104115,10.0,16,24,14607
122899,18.0,22,22,17600
123052,13.0,22,25,5423
102374,8.0,14,30,4946
100260,19.0,19,19,12076
115020,2.0,12,37,17029
103258,16.0,16,16,18664
119921,11.0,11,37,9082
121000,19.0,19,20,11879
103247,0.0,9,14,16926
104251,12.0,12,13,5293
106850,16.0,16,39,5887
107027,8.0,9,10,16275
112322,9.0,9,35,8628
104948,2.0,5,32,4267
116658,15.0,19,23,18802
120714,4.0,21,21,18518
100472,4.0,8,20,17936
109314,14.0,14,14,16798
124110,19.0,19,37,8541
114318,8.0,26,39,1142
118071,19.0,19,39,10410
114017,17.0,17,17,15479
110493,0.0,10,28,4465
122998,1.0,25,28,5185
102735,5.0,13,26,19817
107520,9.0,21,26,5258
101701,8.0,26,37,3986
116344,3.0,19,19,17457
111697,4.0,28,28,17986
114653,19.0,19,37,8350
107131,12.0,17,29,15978
124245,12.0,15,20,2358
113338,1.0,23,38,16023
104981,14.0,18,20,7660
106566,17.0,19,31,5481
105510,3.0,13,13,13126
115147,9.0,12,31,17516
115491,2.0,18,18,14954
111814,15.0,15,29,16748
116623,12.0,12,39,17329
108702,2.0,27,27,9364
122114,12.0,19,23,5138
112147,9.0,21,28,18525
114929,4.0,11,14,7166
110174,14.0,14,38,15976
117590,4.0,26,26,9690
118836,17.0,17,37,11368
110048,13.0,27,36,12608
104572,17.0,17,31,15819
116023,16.0,16,20,12438
115820,14.0,27,27,19678
106880,5.0,27,27,9425
102607,3.0,27,27,2966
103023,5.0,9,39,18768
119947,9.0,25,25,6869
112994,0.0,21,23,9864
112963,15.0,28,29,14284
101455,8.0,22,23,2948
124056,5.0,9,23,12628
115263,3.0,29,29,14684
117755,17.0,19,27,6937
101263,,29,36,17906
109193,10.0,21,38,10803
111349,17.0,23,29,7001
112142,19.0,19,29,5585
120210,19.0,19,19,17039
116674,9.0,18,18,4493
107468,,11,37,6201
115838,14.0,14,23,10882
105364,17.0,17,17,4629
108990,3.0,6,35,13075
110103,8.0,18,20,3366
111992,8.0,19,19,7110
109630,9.0,9,30,6138
118751,3.0,23,23,6206
103337,7.0,19,25,11571
116797,6.0,9,24,2715
117786,13.0,13,16,10229
103144,15.0,15,36,13928
112798,7.0,8,37,11923
118677,16.0,16,23,1283
118078,3.0,7,18,1312
117485,0.0,20,27,6329
118220,7.0,12,26,17482
112255,18.0,25,25,2215
111839,12.0,28,32,1537
112999,0.0,5,26,8212
113607,9.0,21,21,7856
116506,17.0,23,23,6169
112060,3.0,27,27,17469
106658,11.0,15,16,1606
107797,8.0,27,27,15847
108453,12.0,17,17,6170
101832,14.0,16,16,6305
105872,6.0,11,33,12563
115368,12.0,19,19,8135
123331,15.0,15,35,5790
107028,9.0,29,31,16447
114757,14.0,14,37,15659
119871,9.0,14,14,18668
111335,1.0,9,31,12726
114380,7.0,13,34,6936
121009,2.0,18,18,4502
100788,1.0,28,39,6255
100050,15.0,19,21,17060
117417,6.0,13,15,5202
103582,6.0,8,36,11884
120525,10.0,27,27,10245
111182,3.0,26,26,5653
103319,6.0,14,29,13394
100170,19.0,19,19,3958
113631,13.0,23,39,4360
120969,14.0,14,34,17874
123844,0.0,15,29,8659
114442,12.0,22,34,5276
112492,1.0,14,17,7505
105976,8.0,26,26,18012
114659,16.0,16,32,18973
122025,18.0,18,18,3495
105640,17.0,18,37,8801
109270,2.0,8,29,4466
116113,15.0,15,37,19359
120684,1.0,13,14,17337
104456,10.0,10,30,3600
110097,0.0,5,36,6125
106679,8.0,15,15,15501
106084,0.0,9,10,19485
117992,14.0,20,29,1637
120021,5.0,11,19,14500
119833,18.0,18,21,4069
124340,15.0,15,15,4863
124854,8.0,16,23,5544
105745,13.0,23,36,15927
123433,15.0,25,25,19778
113469,1.0,26,30,1834
123827,10.0,14,36,9099
111089,7.0,7,18,11907
113838,7.0,14,20,12841
115431,7.0,14,18,15468
114463,18.0,18,18,18507
111035,18.0,18,18,1642
114880,13.0,16,17,11528
112389,6.0,17,19,10519
120064,14.0,27,34,1807
115880,10.0,27,27,18006
104181,9.0,11,20,9150
101461,19.0,24,32,8869
104716,2.0,20,20,14115
104622,7.0,24,24,9392
112398,15.0,25,28,7829
111279,19.0,26,26,2866
117848,9.0,27,27,15909
120475,12.0,28,38,10134
102522,0.0,18,25,4628
121282,18.0,28,28,5295
100881,4.0,11,28,4799
122513,18.0,21,23,14644
100018,14.0,26,26,17604
111821,2.0,5,16,1297
122711,14.0,14,27,6207
105988,8.0,8,39,10292
123038,6.0,28,28,10251
108571,16.0,25,33,19071
110143,5.0,22,25,16322
123706,7.0,10,34,1652
116443,1.0,19,29,18567
122389,15.0,26,29,19834
122993,7.0,27,27,18823
112165,8.0,25,33,8933
105691,18.0,19,38,9967
109916,14.0,26,34,6141
111282,5.0,19,38,13642
106144,4.0,7,39,4030
119294,7.0,24,24,9122
102860,17.0,22,22,11230
107090,4.0,29,29,1646
119700,19.0,19,36,3350
118849,10.0,25,32,11902
102769,6.0,21,31,2603
120539,14.0,14,18,16169
116931,4.0,12,38,5254
109366,3.0,7,27,3056
103721,1.0,25,35,2232
101490,2.0,13,13,15025
110546,6.0,6,10,19164
109822,12.0,12,14,7165
121792,12.0,20,29,17046
122351,9.0,17,17,18620
118219,18.0,18,37,12868
105254,0.0,10,23,14394
117268,4.0,11,38,4573
106835,15.0,21,21,11295
109639,13.0,15,38,10386
105014,16.0,27,27,13499
110794,2.0,19,19,12033
114836,4.0,18,35,16682
104197,10.0,10,33,4089
118910,6.0,26,26,10785
109579,0.0,5,29,2641
123583,16.0,16,16,18476
102128,5.0,13,28,9647
124019,2.0,14,14,2329
113679,9.0,13,29,13936
111088,9.0,13,15,16113
104084,16.0,16,16,9544
118748,12.0,25,33,3761
118172,13.0,13,28,18435
102307,8.0,13,29,12634
104810,3.0,22,28,8054
106724,7.0,7,24,10788
100992,14.0,29,29,15986
109669,10.0,18,27,19498
103477,8.0,8,33,11118
113312,19.0,22,22,18090
103650,7.0,9,25,5334
114628,14.0,18,27,11527
119632,11.0,21,34,12626
108390,1.0,19,20,2440
115683,14.0,20,31,19009
123075,3.0,24,24,14164
110932,11.0,23,24,7124
114216,6.0,13,19,11078
119722,1.0,6,29,14594
102883,9.0,27,27,16894
115209,5.0,8,33,15049
114221,10.0,25,34,4407
123498,16.0,20,36,9661
115280,13.0,13,21,1355
124201,0.0,23,30,12785
111067,5.0,11,32,5453
123057,2.0,8,22,13375
113503,12.0,28,28,3270
124001,9.0,9,30,12734
111383,1.0,6,16,2116
105973,14.0,29,34,13956
102554,5.0,16,25,3631
102905,4.0,5,16,17079
109729,11.0,18,26,16408
119044,10.0,17,19,13567
120569,1.0,25,26,16393
114145,0.0,7,32,13039
111576,15.0,27,27,7179
119477,4.0,8,37,2950
107159,8.0,8,25,2862
112167,17.0,17,33,6796
121866,19.0,28,29,12991
103306,10.0,14,18,8788
114142,7.0,20,34,16536
107366,6.0,16,18,6994
104834,2.0,19,19,9424
112050,13.0,20,20,4287
109739,7.0,9,29,7932
111749,13.0,16,17,14764
117627,6.0,18,35,19649
124480,4.0,14,25,11736
110501,14.0,16,26,5452
117620,10.0,26,31,13746
111534,15.0,20,34,16944
116999,14.0,14,14,11321
105506,1.0,14,35,10952
113558,9.0,13,28,16320
124852,7.0,22,22,12226
109825,6.0,19,36,1151
116405,5.0,15,25,10559
120366,10.0,23,31,1194
115555,9.0,12,33,8674
121191,16.0,16,33,17023
103980,19.0,19,37,18256
115713,16.0,29,36,6420
113315,7.0,24,27,19684
110465,18.0,20,36,11666
121820,9.0,24,24,3038
108369,0.0,29,29,13149
117987,10.0,10,22,18523
107433,18.0,28,28,7919
116581,17.0,29,29,2038
109195,1.0,27,27,15386
115590,0.0,12,19,3683
118234,5.0,25,25,12386
120346,11.0,23,29,13605
109498,14.0,16,19,13694
102615,11.0,14,31,8705
104908,3.0,8,32,13859
113285,10.0,24,24,11960
122392,17.0,19,34,17370
123302,15.0,20,35,19211
112221,13.0,29,34,2715
108102,8.0,8,30,4134
115264,15.0,15,21,17955
113973,17.0,29,29,3583
121265,5.0,21,38,4372
100709,16.0,28,30,19650
110383,14.0,23,23,19208
121431,2.0,12,13,15641
116973,,15,22,15236
118099,13.0,21,23,14240
116277,12.0,26,38,15655
118635,9.0,18,35,13849
120698,4.0,24,24,7697
110847,19.0,19,25,14356
117584,2.0,13,24,2531
105832,16.0,23,28,19938
104527,18.0,23,32,7132
124112,3.0,10,33,14663
110746,5.0,27,36,8232
124688,16.0,17,21,17027
114711,10.0,10,26,14801
119050,2.0,22,22,4911
117296,9.0,18,27,1821
111497,4.0,11,37,18670
100179,7.0,8,11,3738
103386,17.0,17,17,14844
104306,7.0,15,33,7408
108816,16.0,16,29,2236
123575,3.0,25,39,17386
114202,6.0,8,24,18404
122859,2.0,26,36,16379
109685,16.0,22,22,10829
119907,2.0,14,16,14416
115975,5.0,15,32,9797
119819,5.0,21,21,7060
121306,0.0,15,31,18831
102745,7.0,23,23,17814
118872,5.0,19,38,6585
124894,8.0,17,17,1153
109288,11.0,18,18,18032
115485,18.0,24,26,10439
113676,1.0,22,37,8621
106437,1.0,10,14,2585
115638,9.0,20,30,1895
114928,14.0,14,39,10507
107739,13.0,21,21,14198
104159,12.0,22,22,7197
121303,2.0,9,20,7257
113640,12.0,16,27,2006
103068,1.0,8,23,8309
124528,6.0,28,34,15325
117483,2.0,11,25,2473
110957,0.0,25,25,1152
122957,11.0,21,21,6768
102212,5.0,26,26,3321
115066,12.0,12,36,11409
110514,9.0,11,34,19766
123725,10.0,19,19,5642
108561,10.0,11,15,8765
105995,0.0,7,26,17099
122290,11.0,28,29,7971
105448,10.0,16,16,15173
115855,6.0,8,17,1790
114867,13.0,13,18,17906
101296,6.0,18,38,19735
112610,1.0,7,37,15261
117326,11.0,22,22,7254
101039,13.0,23,37,17622
102748,12.0,24,24,15026
117387,5.0,27,33,10132
112549,8.0,25,25,12110
105947,7.0,28,28,9741
111347,17.0,24,32,13052
124857,12.0,28,28,12991
110820,0.0,24,32,14690
118691,10.0,29,29,14422
110194,0.0,18,18,16239
100325,4.0,10,12,11872
115859,6.0,17,23,8556
120123,2.0,28,32,1016
110638,2.0,13,39,2629
123176,16.0,19,31,4628
123081,11.0,29,29,11164
119653,13.0,28,32,13845
114640,5.0,13,26,13857
105827,3.0,5,26,16214
106695,17.0,21,21,4974
117011,15.0,15,27,18444
101149,6.0,10,39,14044
108037,14.0,27,27,2222
110324,1.0,15,33,10313
109356,8.0,24,24,11223
109980,13.0,13,31,14419
120903,2.0,6,35,16572
109168,6.0,6,22,7241
108540,19.0,19,19,17819
104461,16.0,20,20,15701
124671,14.0,14,39,8770
124729,1.0,24,24,8041
117298,3.0,15,25,3979
114101,0.0,13,32,14127
105857,9.0,14,34,6879
120480,9.0,12,28,1466
107392,6.0,9,29,12494
121754,5.0,5,30,11405
103221,9.0,26,26,9337
103019,17.0,27,30,9648
118096,8.0,8,35,4138
123219,7.0,25,25,4504
101824,7.0,13,21,16991
111010,19.0,19,39,6884
124847,5.0,12,14,8733
119063,3.0,7,14,19871
121623,19.0,24,24,15237
120608,18.0,18,30,4127
108085,18.0,24,29,5429
103880,13.0,22,24,3659
107924,2.0,13,13,6387
105139,19.0,28,28,4308
101300,8.0,18,18,8002
123718,15.0,15,28,19423
104714,4.0,25,25,6679
107443,12.0,12,24,12980
118291,1.0,24,24,19737
119086,15.0,15,19,13420
112991,11.0,11,29,3956
114830,17.0,27,33,10490
103879,9.0,10,33,3064
100258,3.0,19,19,6273
118262,0.0,17,17,11866
104757,6.0,9,10,15410
105209,8.0,9,16,13903
106225,19.0,19,19,5179
112462,14.0,26,39,15140
123683,0.0,17,17,11421
120987,7.0,23,27,16018
111106,18.0,18,39,17239
117307,0.0,28,28,3178
123500,1.0,11,24,10395
110837,19.0,25,36,5158
123828,18.0,29,29,17965
119066,16.0,16,37,1532
102927,11.0,26,37,9433
117172,11.0,22,22,8278
115234,1.0,5,11,12962
109027,7.0,15,33,4745
111048,6.0,21,25,9032
107185,0.0,7,33,15812
122602,13.0,14,38,13231
110962,0.0,28,28,8718
122411,3.0,28,36,3368
119543,8.0,11,29,2080
106402,2.0,10,24,5301
109720,7.0,26,26,13034
101395,10.0,29,29,2838
102037,19.0,29,39,11566
124125,15.0,15,15,12430
121922,13.0,13,14,9750
107675,15.0,15,39,12514
105776,7.0,28,28,18237
113566,7.0,13,39,5387
115333,3.0,25,25,7804
121205,11.0,21,21,1386
121973,4.0,22,22,19259
120499,19.0,19,19,7738
124619,15.0,26,33,4287
116002,6.0,13,20,5321
113845,5.0,26,26,17317
121139,7.0,12,32,2306
105232,1.0,17,30,10881
122390,13.0,29,29,16895
114217,2.0,17,17,15954
108123,19.0,19,24,15362
112523,11.0,11,25,14003
109023,1.0,20,20,7325
117086,17.0,27,27,16967
120677,4.0,18,26,12365
123442,6.0,25,25,5766
116914,7.0,11,18,17351
116371,19.0,21,34,1860
120416,16.0,17,17,6290
109724,5.0,23,23,18607
107765,19.0,26,26,14424
123436,10.0,26,26,8135
123243,8.0,18,18,15088
104266,9.0,9,34,17918
109815,18.0,18,18,1780
114575,18.0,18,23,14924
124118,3.0,10,36,18638
116543,13.0,24,24,11409
115898,3.0,29,29,8709
120627,6.0,17,27,5045
103885,7.0,12,21,15121
116033,12.0,13,26,11225
106768,8.0,15,38,3049
108953,19.0,20,24,3429
116234,6.0,26,26,17983
105081,14.0,29,29,2231
109234,1.0,19,25,7945
112406,1.0,8,21,12062
100724,15.0,15,25,12014
115096,10.0,23,23,17048
116560,1.0,26,26,8700
110251,16.0,16,20,6691
103192,12.0,15,16,3795
101464,1.0,16,33,6289
124737,7.0,23,23,2132
124304,0.0,25,33,6276
109934,11.0,15,38,8556
116000,19.0,21,21,17460
112210,19.0,25,25,8737
101774,4.0,13,19,2535
123047,6.0,25,30,13772
100631,5.0,27,27,18450
102306,4.0,28,28,9266
112301,1.0,21,21,14738
103025,8.0,29,29,9764
108834,17.0,17,21,9143
109866,16.0,20,38,8578
102613,11.0,29,29,12008
117872,1.0,7,39,5756
112410,9.0,20,34,8864
113490,14.0,14,28,5496
